Rk,Player,Pos,Tm,Cap Hit
826,Logan Thomas\ThomLo00,QB/TE,BUF,"$790,000 "
827,Stephon Tuitt\TuitSt00,DT,PIT,"$790,000 "
828,Brandon Brooks\BrooBr00,G,PHI,"$790,000 "
829,Derrick Coleman\ColeDe00,RB,ARI,"$790,000 "
830,Keith Smith\SmitKe03,LB,OAK,"$790,000 "
831,B.W. Webb\WebbBW00,CB,NYG,"$790,000 "
832,Tyler Shatley\ShatTy00,OG,JAX,"$790,000 "
833,Josh Mauro\MaurJo00,DE,NYG,"$790,000 "
834,Bene Benwikere\BenwBe00,CB,ARI,"$790,000 "
835,Marquis Flowers\FlowMa00,OLB,DET,"$790,000 "
836,De'Anthony Thomas\ThomDe05,RB,KAN,"$790,000 "
837,Sammy Watkins\WatkSa00,WR,KAN,"$790,000 "
838,Jarvis Jenkins\JenkJa01,DL,KAN,"$790,000 "
839,Jeremiah Attaochu\AttaJe00,OLB,NYJ,"$790,000 "
840,Andrew DePaola\DePaAn00,LS,OAK,"$790,000 "
841,Jordan Devey\DeveJo00,T,KAN,"$790,000 "
842,Gerald Hodges\HodgGe00,OLB,ARI,"$790,000 "
843,Lane Johnson\JohnLa01,OT,PHI,"$790,000 "
844,Kyle Wilber\WilbKy00,OLB,OAK,"$790,000 "
845,Alfred Blue\BlueAl00,RB,HOU,"$790,000 "
846,Blidi Wreh-Wilson\WrehBl00,CB,ATL,"$790,000 "
847,Mike Gillislee\GillMi00,RB,NOR,"$790,000 "
848,Nathan Stupar\StupNa01,OLB,NYG,"$790,000 "
849,Kemal Ishmael\IshmKe00,DB,ATL,"$790,000 "
850,Josh LeRibeus\LeRiJo00,G,NOR,"$790,000 "
851,David DeCastro\DeCaDa00,G,PIT,"$790,000 "
852,Deonte Thompson\ThomDe04,WR,DAL,"$790,000 "
853,Earl Watford\WatfEa00,OG,CLE,"$790,000 "
854,Tommy Bohanon\BohaTo00,FB,JAX,"$790,000 "
855,Zach Ertz\ErtzZa00,TE,PHI,"$790,000 "
856,Ryan Tannehill\TannRy00,QB,MIA,"$790,000 "
857,Greg Robinson\RobiGr01,OT,CLE,"$790,000 "
858,Anthony Hitchens\HitcAn00,OLB,KAN,"$790,000 "
859,Austin Seferian-Jenkins\SefeAu00,TE,JAX,"$790,000 "
860,George Iloka\IlokGe00,FS,MIN,"$790,000 "
861,Orson Charles\CharOr00,TE,CLE,"$790,000 "
862,Brock Osweiler\OsweBr00,QB,MIA,"$790,000 "
863,Justin Hunter\HuntJu00,WR,PIT,"$790,000 "
864,Alfred Morris\MorrAl00,RB,SFO,"$790,000 "
865,Tyler Boyd\BoydTy00,WR,CIN,"$787,179 "
866,Kevin King\KingKe01,CB,GNB,"$786,858 "
867,Kevin Byard\ByarKe01,S,TEN,"$784,566 "
868,Cam Robinson\RobiCa00,OT,JAX,"$784,007 "
869,Randy Gregory\GregRa00,DE,DAL,"$781,813 "
870,Donnie Jones\JoneDo21,P,LAC,"$776,176 "
871,Budda Baker\BakeBu00,FS,ARI,"$775,455 "
872,Brandon King\KingBr02,DB,NWE,"$775,000 "
873,Zay Jones\JoneZa00,WR,BUF,"$773,174 "
874,Carl Nassib\NassCa00,DE,TAM,"$773,000 "
875,Reuben Foster\FostRe00,ILB,SFO,"$772,684 "
876,Marcus Maye\MayeMa00,FS,NYJ,"$762,911 "
877,Curtis Samuel\SamuCu00,WR,CAR,"$758,349 "
878,Maliek Collins\CollMa00,DT,DAL,"$755,000 "
879,Dalvin Cook\CookDa01,RB,MIN,"$753,788 "
880,Bruce Carter\CartBr00,LB,ATL,"$753,529 "
881,Quinton Dunbar\DunbQu00,WR,WAS,"$750,000 "
882,Marcus Williams\WillMa06,FS,NOR,"$748,656 "
883,Marcus Williams\WillMa03,CB,TAM,"$748,656 "
884,Sidney Jones\JoneSi00,CB,PHI,"$744,095 "
885,Shamarko Thomas\ThomSh00,SS,DEN,"$743,536 "
886,Kamar Aiken\AikeKa00,WR,PHI,"$743,529 "
887,Keith Tandy\TandKe00,S,ATL,"$743,529 "
888,Terence Garvin\GarvTe00,LB,SFO,"$743,529 "
889,Corey Nelson\NelsCo00,OLB,ATL,"$743,529 "
890,Mychal Kendricks\KendMy00,ILB,SEA,"$743,529 "
891,Travis Swanson\SwanTr00,C,MIA,"$743,529 "
892,Brian Quick\QuicBr00,WR,WAS,"$743,529 "
893,Kenjon Barner\BarnKe00,RB,NWE,"$743,529 "
894,Will Clarke\ClarWi00,DE,TAM,"$743,529 "
895,Gerald Everett\EverGe00,TE,LAR,"$739,749 "
896,Yannick Ngakoue\NgakYa00,OLB,JAX,"$735,101 "
897,Jacoby Brissett\BrisJa00,QB,IND,"$735,076 "
898,P.J. Williams\WillP.00,CB,NOR,"$730,000 "
899,Bruce Ellington\ElliBr00,WR,HOU,"$730,000 "
900,Quincy Wilson\WilsQu01,CB,IND,"$727,103 "
901,Carl Davis\DaviCa01,DT,CLE,"$720,750 "
902,James Winchester\WincJa00,LS,KAN,"$720,000 "
903,Tyus Bowser\BowsTy00,OLB,BAL,"$718,437 "
904,Cyrus Jones\JoneCy00,CB,NWE,"$718,235 "
905,Jonathan Bullard\BullJo00,DE,CHI,"$718,000 "
906,Ty Montgomery\MontTy01,WR/RB,GNB,"$716,500 "
907,Joe Mixon\MixoJo00,RB,CIN,"$712,735 "
908,Denzelle Good\GoodDe01,OT,IND,"$711,880 "
909,Ryan Anderson\AndeRy00,OLB,WAS,"$707,033 "
910,Troy Hill\HillTr01,CB,LAR,"$705,000 "
911,Ibraheim Campbell\CampIb00,SS,DAL,"$705,000 "
912,Mark Nzeocha\NzeoMa00,OLB,SFO,"$705,000 "
913,Cameron Artis-Payne\ArtiCa00,RB,CAR,"$705,000 "
914,Vic Beasley\BeasVi00,OLB,ATL,"$705,000 "
915,Brian Peters\PeteBr00,LB,HOU,"$705,000 "
916,Ramik Wilson\WilsRa00,ILB,LAR,"$705,000 "
917,Nick Dzubnar\DzubNi00,LB,LAC,"$705,000 "
918,Antone Exum\ExumAn00,CB,SFO,"$705,000 "
919,Darryl Roberts\RobeDa00,CB,NYJ,"$705,000 "
920,Christian Covington\CoviCh00,DT,HOU,"$705,000 "
921,Neville Hewitt\HewiNe00,LB,NYJ,"$705,000 "
922,Corey Robinson\RobiCo00,OT,CAR,"$705,000 "
923,Matt Longacre\LongMa00,DE,LAR,"$705,000 "
924,Marcus Mariota\MariMa01,QB,TEN,"$705,000 "
925,Sammie Coates\CoatSa00,WR,HOU,"$705,000 "
926,D.J. Alexander\AlexD.00,OLB,PHI,"$705,000 "
927,Darius Philon\PhilDa01,DT,LAC,"$705,000 "
928,Craig Mager\MageCr00,CB,LAC,"$705,000 "
929,Brandon Scherff\ScheBr00,G,WAS,"$705,000 "
930,Anthony Harris\HarrAn01,DB,MIN,"$705,000 "
931,Tyler Patmon\PatmTy00,CB,JAX,"$705,000 "
932,Kendall Lamm\LammKe00,T,HOU,"$705,000 "
933,Daniel Brown\BrowDa04,WR,CHI,"$705,000 "
934,Jeff Heuerman\HeueJe00,TE,DEN,"$705,000 "
935,Josh Walker\WalkJo00,G,JAX,"$705,000 "
936,Xavier Williams\WillXa00,DT,KAN,"$705,000 "
937,Josh Wells\WellJo02,T,JAX,"$705,000 "
938,Nick Boyle\BoylNi00,TE,BAL,"$705,000 "
939,Justin Hardy\HardJu00,WR,ATL,"$705,000 "
940,C.J. Uzomah\UzomC.00,TE,CIN,"$705,000 "
941,Alejandro Villanueva\VillAl00,OL,PIT,"$705,000 "
942,Jon Feliciano\FeliJo00,OG,OAK,"$705,000 "
943,A.J. Derby\DerbA.00,TE,MIA,"$705,000 "
944,Leterrius Walton\WaltLe00,DT,PIT,"$705,000 "
945,Jacquies Smith\SmitJa01,DE,ARI,"$705,000 "
946,Geremy Davis\DaviGe00,WR,LAC,"$705,000 "
947,L.J. Fort\FortL.00,LB,PIT,"$705,000 "
948,Geneo Grissom\GrisGe00,OLB,NWE,"$705,000 "
949,Chris Boswell\BoswCh00,K,PIT,"$705,000 "
950,Josh Lambo\LambJo00,K,JAX,"$705,000 "
951,Greg Van Roten\VanRGr00,G,CAR,"$705,000 "
952,Jason Myers\MyerJa00,K,NYJ,"$705,000 "
953,Michael Burton\BurtMi00,FB,CHI,"$705,000 "
954,Rod Smith\SmitRo06,RB,DAL,"$705,000 "
955,Isaiah Johnson\JohnIs01,DB,LAR,"$705,000 "
956,Charley Hughlett\HughCh01,LS,CLE,"$705,000 "
957,Clayton Geathers\GeatCl00,SS,IND,"$705,000 "
958,Raheem Mostert\MostRa00,RB,SFO,"$705,000 "
959,Zach Vigil\VigiZa00,ILB,WAS,"$705,000 "
960,Bobby McCain\McCaBo01,CB,MIA,"$705,000 "
961,Nicholas Williams\WillNi01,DT,CHI,"$705,000 "
962,Scott Simonson\SimoSc00,TE,NYG,"$705,000 "
963,Lorenzo Doss\DossLo00,CB,CAR,"$705,000 "
964,Bryce Hager\HageBr00,ILB,LAR,"$705,000 "
965,Zach Moore\MoorZa00,DE,ARI,"$705,000 "
966,Bobby Hart\HartBo00,OG,CIN,"$705,000 "
967,Kenyan Drake\DrakKe00,RB,MIA,"$705,000 "
968,Freddie Martino\MartFr00,WR,TAM,"$705,000 "
969,Damien Wilson\WilsDa02,ILB,DAL,"$705,000 "
970,Javorius Allen\AlleJa01,RB,BAL,"$705,000 "
971,Bradley Pinion\PiniBr00,P,SFO,"$705,000 "
972,James O'Shaughnessy\O'ShJa00,TE,JAX,"$705,000 "
973,Rodney Gunter\GuntRo00,DT,ARI,"$705,000 "
974,Cameron Lynch\LyncCa00,LB,TAM,"$705,000 "
975,David Mayo\MayoDa00,ILB,CAR,"$705,000 "
976,Joe Cardona\CardJo00,LS,NWE,"$705,000 "
977,Dominique Easley\EaslDo00,DT,LAR,"$705,000 "
978,Shelby Harris\HarrSh00,DE,DEN,"$705,000 "
979,Geoff Swaim\SwaiGe00,TE,DAL,"$705,000 "
980,Khari Lee\LeexKh00,TE,BUF,"$705,000 "
981,Jerel Worthy\WortJe00,DT,TAM,"$705,000 "
982,Justin Evans\EvanJu00,SS,TAM,"$701,332 "
983,Amari Cooper\CoopAm00,WR,OAK,"$700,000 "
984,Josh Robinson\RobiJo01,CB,NOR,"$699,706 "
985,Rod Streater\StreRo00,WR,CLE,"$697,065 "
986,Nick Williams\WillNi02,WR,TEN,"$697,065 "
987,Aldrick Robinson\RobiAl00,WR,MIN,"$697,059 "
988,Jordan Matthews\MattJo00,WR,PHI,"$697,059 "
989,DeShawn Shead\SheaDe00,DB,DET,"$697,059 "
990,Jay Bromley\BromJa00,DT,NOR,"$697,059 "
991,Michael Floyd\FloyMi00,WR,WAS,"$697,059 "
992,Javon Hargrave\HargJa00,DT,PIT,"$691,000 "
993,DeShone Kizer\KizeDe00,QB,GNB,"$689,928 "
994,Teez Tabor\TaboTe00,CB,DET,"$684,226 "
995,Raekwon McMillan\McMiRa02,ILB,MIA,"$678,524 "
996,Dalvin Tomlinson\TomlDa00,DT,NYG,"$672,823 "
997,Zach Cunningham\CunnZa00,OLB,HOU,"$668,261 "
998,Ethan Pocic\PociEt00,C,SEA,"$665,410 "
999,Isaac Seumalo\SeumIs00,OG,PHI,"$664,000 "
1000,Nate Orchard\OrchNa00,OLB,BUF,"$663,529 "
1001,Martavis Bryant\BryaMa00,WR,OAK,"$663,529 "
1002,C.J. Prosise\ProsC.00,RB,SEA,"$660,000 "
1003,Chidobe Awuzie\AwuzCh00,CB,DAL,"$659,709 "
1004,Josh Jones\JoneJo06,S,GNB,"$657,428 "
1005,Brandon Williams\WillBr07,CB,ARI,"$656,000 "
1006,JuJu Smith-Schuster\SmitJu00,WR,PIT,"$655,717 "
1007,Dion Dawkins\DawkDi00,OG,BUF,"$655,147 "
1008,Taylor Moton\MotoTa00,OT,CAR,"$654,007 "
1009,Le'Raven Clark\ClarLe01,OT,IND,"$653,000 "
1010,Nick Vannett\VannNi00,TE,SEA,"$652,000 "
1011,Caraun Reid\ReidCa00,DT,DAL,"$650,594 "
1012,John Simon\SimoJo01,DE,NWE,"$650,588 "
1013,Jeremiah Sirles\SirlJe00,OT,BUF,"$650,588 "
1014,Graham Glasgow\GlasGr00,OG,DET,"$648,500 "
1015,Kyler Fackrell\FackKy00,OLB,GNB,"$648,000 "
1016,Kendall Fuller\FullKe00,CB,KAN,"$647,500 "
1017,Larry Ogunjobi\OgunLa00,DT,CLE,"$642,500 "
1018,Cooper Kupp\KuppCo00,WR,LAR,"$640,000 "
1019,Ahkello Witherspoon\WithAh00,CB,SFO,"$638,325 "
1020,Pat Elflein\ElflPa00,C,MIN,"$637,000 "
1021,Tanoh Kpassagnon\KpasTa00,DE,KAN,"$636,419 "
1022,Dan Feeney\FeenDa00,OG,LAC,"$634,000 "
1023,Olsen Pierre\PierOl00,DT,ARI,"$630,000 "
1024,Quinton Jefferson\JeffQu00,DT,SEA,"$630,000 "
1025,Darius Kilgo\KilgDa01,DT,TEN,"$630,000 "
1026,Kamu Grugier-Hill\GrugKa00,OLB,PHI,"$630,000 "
1027,Austin Hooper\HoopAu00,TE,ATL,"$630,000 "
1028,Jalen Mills\MillJa02,CB,PHI,"$630,000 "
1029,Kentrell Brice\BricKe00,S,GNB,"$630,000 "
1030,Alex Erickson\EricAl01,WR,CIN,"$630,000 "
1031,Brandon Shell\ShelBr00,OT,NYJ,"$630,000 "
1032,Justin Simmons\SimmJu00,FS,DEN,"$630,000 "
1033,Seth Devalve\DevaSe00,TE,CLE,"$630,000 "
1034,Demarcus Robinson\RobiDe01,WR,KAN,"$630,000 "
1035,Tanner McEvoy\McEvTa01,WR,MIA,"$630,000 "
1036,Joe Thuney\ThunJo00,OG,NWE,"$630,000 "
1037,Christian Westerman\WestCh02,OG,CIN,"$630,000 "
1038,Patrick Scales\ScalPa00,LS,CHI,"$630,000 "
1039,Patrick Onwuasor\OnwuPa00,LB,BAL,"$630,000 "
1040,Joe Dahl\DahlJo00,OG,DET,"$630,000 "
1041,D.J. Reader\ReadD.00,DT,HOU,"$630,000 "
1042,Will Parks\ParkWi01,S,DEN,"$630,000 "
1043,Destiny Vaeao\VaeaDe01,DT,PHI,"$630,000 "
1044,LeShaun Sims\SimsLe00,CB,TEN,"$630,000 "
1045,Tyler Higbee\HigbTy00,TE,LAR,"$630,000 "
1046,Ronald Blair\BlaiRo00,DE,SFO,"$630,000 "
1047,Jared Norris\NorrJa00,ILB,CAR,"$630,000 "
1048,Nicholas Grigsby\GrigNi01,LB,NWE,"$630,000 "
1049,Cody Core\CoreCo00,WR,CIN,"$630,000 "
1050,Dean Lowry\LowrDe00,DE,GNB,"$630,000 "
1051,Eric Tomlinson\TomlEr01,TE,NYJ,"$630,000 "
1052,Joe Schobert\SchoJo00,OLB,CLE,"$630,000 "
1053,Anthony Zettel\ZettAn00,DE,CLE,"$630,000 "
1054,Blake Martinez\MartBl01,ILB,GNB,"$630,000 "
1055,Joey Hunt\HuntJo00,C,SEA,"$630,000 "
1056,Kentrell Brothers\BrotKe00,ILB,MIN,"$630,000 "
1057,Denzel Rice\RiceDe00,DB,CLE,"$630,000 "
1058,Sheldon Day\DayxSh00,DT,SFO,"$630,000 "
1059,Drew Kaser\KaseDr00,P,LAC,"$630,000 "
1060,Deon Bush\BushDe00,FS,CHI,"$630,000 "
1061,Michael Pierce\PierMi00,DT,BAL,"$630,000 "
1062,Briean Boddy-Calhoun\BoddBr01,DB,CLE,"$630,000 "
1063,Chester Rogers\RogeCh02,WR,IND,"$630,000 "
1064,De'Vondre Campbell\CampDe00,OLB,ATL,"$630,000 "
1065,Robby Anderson\AndeRo04,WR,NYJ,"$630,000 "
1066,Corey Moore\MoorCo00,S,IND,"$630,000 "
1067,Marqui Christian\ChriMa00,SS,LAR,"$630,000 "
1068,Kaelin Clay\ClayKa00,WR,NYG,"$630,000 "
1069,Matthias Farley\FarlMa00,DB,IND,"$630,000 "
1070,Garrison Smith\SmitGa01,DT,ARI,"$630,000 "
1071,Ryan Smith\SmitRy00,CB,TAM,"$630,000 "
1072,Spencer Pulley\PullSp00,C,NYG,"$630,000 "
1073,Carson Wentz\WentCa00,QB,PHI,"$630,000 "
1074,Maurice Harris\HarrMa05,WR,WAS,"$630,000 "
1075,Curtis Riley\RileCu00,CB,NYG,"$630,000 "
1076,Matt Judon\JudoMa00,DE,BAL,"$630,000 "
1077,Damiere Byrd\ByrdDa00,WR,CAR,"$630,000 "
1078,John Wetzel\WetzJo00,T,ARI,"$630,000 "
1079,Chris Reed\ReedCh00,G,JAX,"$630,000 "
1080,Javien Elliott\ElliJa01,CB,TAM,"$630,000 "
1081,David Morgan\MorgDa01,TE,MIN,"$630,000 "
1082,Matthew Ioannidis\IoanMa01,DT,WAS,"$630,000 "
1083,Marcus Murphy\MurpMa03,RB,BUF,"$630,000 "
1084,Willie Henry\HenrWi00,DT,BAL,"$630,000 "
1085,Trevor Williams\WillTr05,CB,LAC,"$630,000 "
1086,Ted Karras\KarrTe00,OG,NWE,"$630,000 "
1087,Rashod Hill\HillRa01,T,MIN,"$630,000 "
1088,Wil Lutz\LutzWi00,K,NOR,"$630,000 "
1089,Antonio Hamilton\HamiAn01,CB,NYG,"$630,000 "
1090,Lac Edwards\EdwaLa01,P,NYJ,"$630,000 "
1091,Chris Moore\MoorCh00,WR,BAL,"$630,000 "
1092,Jonathan Jones\JoneJo03,DB,NWE,"$630,000 "
1093,George Fant\FantGe00,T,SEA,"$630,000 "
1094,Mike Jordan\JordMi00,DB,NYG,"$630,000 "
1095,Jarrod Wilson\WilsJa00,S,JAX,"$630,000 "
1096,Robert Kelley\KellRo00,RB,WAS,"$630,000 "
1097,Lafayette Pitts\PittLa00,CB,BUF,"$630,000 "
1098,Justin March-Lillard\MarcJu00,LB,DAL,"$630,000 "
1099,Tyler Ervin\ErviTy00,RB,HOU,"$630,000 "
1100,Jatavis Brown\BrowJa05,OLB,LAC,"$630,000 "
1101,Andy Janovich\JanoAn00,FB,DEN,"$630,000 "
1102,Rick Lovato\LovaRi00,LS,PHI,"$630,000 "
1103,Darius Jennings\JennDa00,WR,TEN,"$630,000 "
1104,Ken Crawley\CrawKe02,DB,NOR,"$630,000 "
1105,Tre Madden\MaddTr01,RB,SEA,"$630,000 "
1106,Jordan Howard\HowaJo00,RB,CHI,"$630,000 "
1107,Leonard Wester\WestLe00,T,TAM,"$630,000 "
1108,Jonathan Williams\WillJo07,RB,NOR,"$630,000 "
1109,B.J. Finney\FinnB.01,C,PIT,"$630,000 "
1110,Austin Blythe\BlytAu00,C,LAR,"$630,000 "
1111,Dak Prescott\PresDa01,QB,DAL,"$630,000 "
1112,Doug Middleton\MiddDo01,S,NYJ,"$630,000 "
1113,Romeo Okwara\OkwaRo01,DE,DET,"$630,000 "
1114,Michael Palardy\PalaMi00,P,CAR,"$630,000 "
1115,Senorise Perry\PerrSe00,RB,MIA,"$630,000 "
1116,Wendell Smallwood\SmalWe00,RB,PHI,"$630,000 "
1117,Riley Dixon\DixoRi00,P,NYG,"$630,000 "
1118,Maurice Canady\CanaMa00,CB,BAL,"$630,000 "
1119,Derrick Kindred\KindDe00,SS,CLE,"$630,000 "
1120,Casey Kreiter\KreiCa00,LS,DEN,"$630,000 "
1121,Peyton Barber\BarbPe01,RB,TAM,"$630,000 "
1122,Joel Heath\HeatJo00,DT,HOU,"$630,000 "
1123,Clayton Fejedelem\FejeCl00,FS,CIN,"$630,000 "
1124,Andrew Billings\BillAn00,DT,CIN,"$630,000 "
1125,Connor McGovern\McGoCo00,OG,DEN,"$630,000 "
1126,David Fluellen\FlueDa00,RB,TEN,"$630,000 "
1127,Geronimo Allison\AlliGe01,WR,GNB,"$630,000 "
1128,Derek Watt\WattDe00,FB,LAC,"$630,000 "
1129,Devontae Booker\BookDe00,RB,DEN,"$630,000 "
1130,Terrance Smith\SmitTe04,LB,KAN,"$630,000 "
1131,Brennan Scarlett\ScarBr00,LB,HOU,"$630,000 "
1132,Tavon Young\YounTa01,CB,BAL,"$630,000 "
1133,Nick Kwiatkoski\KwiaNi00,ILB,CHI,"$630,000 "
1134,David Parry\ParrDa00,NT,MIN,"$630,000 "
1135,Luke Rhodes\RhodLu00,LB,IND,"$630,000 "
1136,Malcolm Brown\BrowMa03,RB,LAR,"$630,000 "
1137,Caleb Benenoch\BeneCa00,OT,TAM,"$630,000 "
1138,Taywan Taylor\TaylTa00,WR,TEN,"$630,000 "
1139,Tommylee Lewis\LewiTo00,WR,NOR,"$630,000 "
1140,Cory Littleton\LittCo01,LB,LAR,"$630,000 "
1141,Xavier Grimble\GrimXa00,TE,PIT,"$630,000 "
1142,Blake Countess\CounBl00,CB,LAR,"$630,000 "
1143,Jordan Lucas\LucaJo00,SS,KAN,"$630,000 "
1144,Gabe Holmes\HolmGa00,TE,ARI,"$630,000 "
1145,Stephen Weatherly\WeatSt00,OLB,MIN,"$630,000 "
1146,Ben Braunecker\BrauBe00,TE,CHI,"$630,000 "
1147,Tyler Ott\OttxTy00,LS,SEA,"$630,000 "
1148,Tajae Sharpe\SharTa00,WR,TEN,"$630,000 "
1149,Antonio Morrison\MorrAn01,ILB,GNB,"$630,000 "
1150,B.J. Goodson\GoodB.00,OLB,NYG,"$630,000 "
1151,Jayron Kearse\KearJa00,SS,MIN,"$630,000 "
1152,Tyreek Hill\HillTy00,WR,KAN,"$630,000 "
1153,Kenneth Dixon\DixoKe00,RB,BAL,"$630,000 "
1154,Kameron Canaday\CanaKa00,LS,PIT,"$630,000 "
1155,Miles Killebrew\KillMi00,SS,DET,"$630,000 "
1156,Chris Manhertz\ManhCh00,TE,CAR,"$630,000 "
1157,Wes Schweitzer\SchwWe00,OT,ATL,"$630,000 "
1158,Erik Harris\HarrEr00,DB,OAK,"$630,000 "
1159,Charone Peake\PeakCh00,WR,NYJ,"$630,000 "
1160,Nick Vigil\VigiNi00,ILB,CIN,"$630,000 "
1161,Hassan Ridgeway\RidgHa00,DT,IND,"$630,000 "
1162,DeForest Buckner\BuckDe00,DE,SFO,"$630,000 "
1163,Alex Collins\CollAl00,RB,BAL,"$630,000 "
1164,Alex Lewis\LewiAl01,OT,BAL,"$630,000 "
1165,Aaron Wallace\WallAa00,OLB,TEN,"$630,000 "
1166,Brian Poole\PoolBr01,S,ATL,"$630,000 "
1167,Kavon Frazier\FrazKa00,FS,DAL,"$630,000 "
1168,Joe Haeg\HaegJo00,OT,IND,"$630,000 "
1169,DeAndre Houston-Carson\HousDe00,FS,CHI,"$630,000 "
1170,Christopher Milton\MiltCh00,CB,IND,"$630,000 "
1171,David Onyemata\OnyeDa00,DT,NOR,"$630,000 "
1172,Tyler Larsen\LarsTy00,C,CAR,"$630,000 "
1173,Halapoulivaati Vaitai\VaitHa00,OT,PHI,"$630,000 "
1174,Tyler Matakevich\MataTy00,ILB,PIT,"$630,000 "
1175,Jeremy Vujnovich\VujnJe00,T,ARI,"$630,000 "
1176,Rashard Higgins\HiggRa00,WR,CLE,"$630,000 "
1177,Mike Thomas\ThomMi04,WR,LAR,"$630,000 "
1178,Alan Cross\CrosAl00,TE,TAM,"$630,000 "
1179,Anthony Brown\BrowAn02,CB,DAL,"$630,000 "
1180,Jalen Richard\RichJa01,RB,OAK,"$630,000 "
1181,Eric Murray\MurrEr00,CB,KAN,"$630,000 "
1182,Elandon Roberts\RobeEl00,ILB,NWE,"$630,000 "
1183,Juston Burris\BurrJu00,CB,NYJ,"$630,000 "
1184,Jakeem Grant\GranJa00,WR,MIA,"$630,000 "
1185,Jordan Willis\WillJo09,DE,CIN,"$628,000 "
1186,Chris Wormley\WormCh00,DT,BAL,"$626,000 "
1187,C.J. Beathard\BeatC.00,QB,SFO,"$625,393 "
1188,Thomas Rawls\RawlTh00,RB,CIN,"$622,065 "
1189,Nick O'Leary\OLeaNi00,TE,MIA,"$617,123 "
1190,Duke Riley\RileDu00,OLB,ATL,"$616,500 "
1191,Alex Anzalone\AnzaAl00,OLB,NOR,"$610,000 "
1192,Maurice Alexander\AlexMa00,SS,SEA,"$604,118 "
1193,Cairo Santos\SantCa01,K,LAR,"$604,118 "
1194,Tim Williams\WillTi00,OLB,BAL,"$595,000 "
1195,Deiondre' Hall\HallDe02,CB,PHI,"$592,944 "
1196,Jihad Ward\WardJi02,DE,IND,"$592,941 "
1197,Robert Thomas\ThomRo04,NT,BUF,"$592,941 "
1198,MyCole Pruitt\PruiMy00,TE,TEN,"$592,941 "
1199,Tarell Basham\BashTa00,DE,IND,"$590,000 "
1200,Delano Hill\HillDe02,FS,SEA,"$588,000 "
1201,Shaquill Griffin\GrifSh00,DB,SEA,"$588,000 "
1202,Fabian Moreau\MoreFa00,CB,WAS,"$588,000 "
1203,Cameron Sutton\SuttCa00,CB,PIT,"$587,400 "
1204,Kenny Golladay\GollKe00,WR,DET,"$586,000 "
1205,John Johnson\JohnJo10,S,LAR,"$584,000 "
1206,Cordrea Tankersley\TankCo00,CB,MIA,"$583,000 "
1207,Chris Godwin\GodwCh00,WR,TAM,"$581,500 "
1208,Chad Williams\WillCh05,WR,ARI,"$581,500 "
1209,Montravius Adams\AdamMo00,DT,GNB,"$581,000 "
1210,Martrell Spaight\SpaiMa00,OLB,MIA,"$580,588 "
1211,Jameis Winston\WinsJa00,QB,TAM,"$580,588 "
1212,Rasul Douglas\DougRa00,CB,PHI,"$580,000 "
1213,Jonnu Smith\SmitJo01,TE,TEN,"$579,000 "
1214,James Conner\ConnJa00,RB,PIT,"$578,000 "
1215,Nazair Jones\JoneNa00,DT,SEA,"$578,000 "
1216,Trey Hendrickson\HendTr00,DE,NOR,"$578,000 "
1217,Kareem Hunt\HuntKa00,RB,KAN,"$575,250 "
1218,Josh Hawkins\HawkJo00,CB,CAR,"$555,882 "
1219,Brandon Wilson\WilsBr01,CB,CIN,"$555,000 "
1220,Aldrick Rosas\RosaAl00,K,NYG,"$555,000 "
1221,Tashawn Bower\BoweTa00,OLB,MIN,"$555,000 "
1222,C.J. Ham\HamxC.00,RB,MIN,"$555,000 "
1223,Corey Clement\ClemCo00,RB,PHI,"$555,000 "
1224,Donald Payne\PaynDo00,LB,JAX,"$555,000 "
1225,Michael Davis\DaviMi03,,LAC,"$555,000 "
1226,Trevon Coley\ColeTr01,DL,CLE,"$555,000 "
1227,Vince Biegel\BiegVi00,OLB,NOR,"$555,000 "
1228,Shane Smith\SmitSh02,FB,NYG,"$555,000 "
1229,Desmond King\KingDe01,FS,LAC,"$555,000 "
1230,Wayne Gallman\GallWa00,RB,NYG,"$555,000 "
1231,Mitch Trubisky\TrubMi00,QB,CHI,"$555,000 "
1232,Cole Wick\WickCo00,TE,SFO,"$555,000 "
1233,Grover Stewart\StewGr00,DT,IND,"$555,000 "
1234,Reid Ferguson\FergRe00,LS,BUF,"$555,000 "
1235,Vincent Taylor\TaylVi00,DT,MIA,"$555,000 "
1236,Isaac Rochell\RochIs00,DE,LAC,"$555,000 "
1237,Jacob Hollister\HollJa03,TE,NWE,"$555,000 "
1238,Erik Magnuson\MagnEr00,OT,SFO,"$555,000 "
1239,Chad Wheeler\WheeCh00,OT,NYG,"$555,000 "
1240,Josh Tupou\TupoJo00,DT,CIN,"$555,000 "
1241,Jake Elliott\ElliJa03,K,PHI,"$555,000 "
1242,Matt Wile\WileMa01,P,MIN,"$555,000 "
1243,Lucas Patrick\PatrLu00,G,GNB,"$555,000 "
1244,Joshua Perkins\PerkJo02,TE,PHI,"$555,000 "
1245,Chase Allen\AlleCh02,LB,MIA,"$555,000 "
1246,Taysom Hill\HillTa00,QB,NOR,"$555,000 "
1247,Rigoberto Sanchez\SancRi00,K,IND,"$555,000 "
1248,Chris Carson\CarsCh00,RB,SEA,"$555,000 "
1249,Joseph Jones\JoneJo05,OLB,DEN,"$555,000 "
