Rk,Player,Pos,Tm,Cap Hit
406,Josh Hill\HillJo02,TE,NOR,"$1,800,000 "
407,Daren Bates\BateDa00,LB,TEN,"$1,800,000 "
408,Arik Armstead\ArmsAr01,DE,SFO,"$1,777,177 "
409,Steven Hauschka\HausSt00,K,BUF,"$1,750,000 "
410,E.J. Gaines\GainE.00,CB,CLE,"$1,750,000 "
411,Brynden Trawick\TrawBr00,S,TEN,"$1,750,000 "
412,Dan Bailey\BailDa00,K,MIN,"$1,750,000 "
413,Garry Gilliam\GillGa01,T,SFO,"$1,750,000 "
414,Marcus Peters\PeteMa00,CB,LAR,"$1,741,931 "
415,Vernon Hargreaves\HargVe00,CB,TAM,"$1,738,878 "
416,Cameron Erving\ErviCa00,OT,KAN,"$1,720,781 "
417,Seantrel Henderson\HendSe00,OT,HOU,"$1,700,000 "
418,Kurt Coleman\ColeKu99,LB,NOR,"$1,700,000 "
419,Manti Te'o\TeoxMa00,ILB,NOR,"$1,700,000 "
420,Leonard Fournette\FourLe00,RB,JAX,"$1,699,129 "
421,Bud Dupree\DuprAl00,DE,PIT,"$1,692,583 "
422,Jamon Brown\BrowJa04,OT,LAR,"$1,682,647 "
423,Shane Ray\RayxSh00,DE,DEN,"$1,678,484 "
424,Garrett Celek\CeleGa00,TE,SFO,"$1,650,000 "
425,Michael Bennett\BennMi99,DE,PHI,"$1,650,000 "
426,Sheldon Rankins\RankSh00,DT,NOR,"$1,613,786 "
427,Byron Jones\JoneBy00,CB,DAL,"$1,607,991 "
428,Laken Tomlinson\TomlLa01,OG,SFO,"$1,600,941 "
429,Neiko Thorpe\ThorNe00,DB,SEA,"$1,600,000 "
430,Jason McCourty\McCoJa99,DB,NWE,"$1,600,000 "
431,Jacquizz Rodgers\RodgJa00,RB,TAM,"$1,600,000 "
432,Muhammad Wilkerson\WilkMu00,DT,GNB,"$1,600,000 "
433,Laremy Tunsil\TunsLa00,OT,MIA,"$1,582,514 "
434,Jamize Olawale\OlawJa00,FB,DAL,"$1,540,000 "
435,Johnathan Hankins\HankJo00,DT,OAK,"$1,534,118 "
436,Clinton McDonald\McDoCl99,DT,OAK,"$1,534,118 "
437,Karl Joseph\JoseKa00,SS,OAK,"$1,530,392 "
438,Julian Edelman\EdelJu00,WR,NWE,"$1,529,412 "
439,Ted Larsen\LarsTe20,C,MIA,"$1,500,000 "
440,Cody Davis\DaviCo02,S,JAX,"$1,500,000 "
441,Ryan Groy\GroyRy00,OG,BUF,"$1,500,000 "
442,Blaine Gabbert\GabbBl00,QB,TEN,"$1,500,000 "
443,Antonio Gates\GateAn00,TE,LAC,"$1,500,000 "
444,Terrance Mitchell\MitcTe00,CB,CLE,"$1,500,000 "
445,Mike Adams\AdamMi21,DB,CAR,"$1,500,000 "
446,Patrick DiMarco\DiMaPa00,FB,BUF,"$1,500,000 "
447,Niles Paul\PaulNi00,WR,JAX,"$1,500,000 "
448,T.J. McDonald\McDoTJ00,FS,MIA,"$1,500,000 "
449,Tavon Wilson\WilsTa00,FS,DET,"$1,500,000 "
450,Billy Turner\TurnBi00,OT,DEN,"$1,500,000 "
451,Margus Hunt\HuntMa00,DE,IND,"$1,500,000 "
452,Adrian Clayborn\ClayAd00,DL,NWE,"$1,500,000 "
453,Paul Richardson\RichPa01,WR,WAS,"$1,500,000 "
454,Luke Willson\WillLu00,TE,DET,"$1,500,000 "
455,Al Woods\WoodAl99,DT,IND,"$1,500,000 "
456,Carlos Hyde\HydeCa00,RB,CLE,"$1,500,000 "
457,Marquette King\KingMa00,P,DEN,"$1,500,000 "
458,Duron Harmon\HarmDu00,FS,NWE,"$1,500,000 "
459,Zach Fulton\FultZa00,OG,HOU,"$1,500,000 "
460,Lerentee McCray\McCrLe01,LB,JAX,"$1,500,000 "
461,Jordan Mills\MillJo02,OT,BUF,"$1,500,000 "
462,Jeff Heath\HeatJe00,S,DAL,"$1,500,000 "
463,Bradley McDougald\McDoBr01,FS,SEA,"$1,500,000 "
464,Mike Pennel\PennMi00,DT,NYJ,"$1,500,000 "
465,Tramon Williams\WillTr99,DB,GNB,"$1,500,000 "
466,Malcom Brown\BrowMa01,DT,NWE,"$1,473,167 "
467,Odell Beckham\BeckOd00,WR,NYG,"$1,459,000 "
468,D.J. Humphries\HumpD.00,OT,ARI,"$1,450,288 "
469,Spencer Ware\WareSp00,RB,KAN,"$1,450,000 "
470,Jimmy Graham\GrahJi00,TE,GNB,"$1,450,000 "
471,Marquise Goodwin\GoodMa00,WR,SFO,"$1,450,000 "
472,Sam Acho\AchoSa00,OLB,CHI,"$1,450,000 "
473,Taylor Decker\DeckTa00,OT,DET,"$1,446,998 "
474,Keanu Neal\NealKe01,FS,ATL,"$1,426,150 "
475,Kevin Pierre-Louis\PierKe00,OLB,NYJ,"$1,411,765 "
476,Ryan Kelly\KellRy00,C,IND,"$1,400,089 "
477,Kevin Huber\HubeKe20,P,CIN,"$1,400,000 "
478,Coty Sensabaugh\SensCo00,CB,PIT,"$1,400,000 "
479,Lawrence Guy\GuyxLa00,DT,NWE,"$1,400,000 "
480,Anthony Levine\LeviAn00,S,BAL,"$1,400,000 "
481,Eric Kush\KushEr00,C,CHI,"$1,400,000 "
482,Jonathan Stewart\StewJo00,RB,NYG,"$1,400,000 "
483,Sylvester Williams\WillSy00,DT,DET,"$1,400,000 "
484,Shaq Lawson\LawsSh00,DE,BUF,"$1,384,452 "
485,Darron Lee\LeexDa00,OLB,NYJ,"$1,379,241 "
486,Will Fuller\FullWi01,WR,HOU,"$1,378,028 "
487,Josh Doctson\DoctJo00,WR,WAS,"$1,363,604 "
488,Mike Williams\WillMi07,WR,LAC,"$1,362,724 "
489,Laquon Treadwell\TreaLa00,WR,MIN,"$1,353,180 "
490,Chandler Catanzaro\CataCh00,K,TAM,"$1,350,000 "
491,Tress Way\WayxTr00,P,WAS,"$1,350,000 "
492,William Jackson\JackWi02,CB,CIN,"$1,332,331 "
493,Artie Burns\BurnAr00,CB,PIT,"$1,321,907 "
494,Kenny Clark\ClarKe01,DT,GNB,"$1,301,059 "
495,Derrick Johnson\JohnDe25,LB,OAK,"$1,300,000 "
496,Vlad Ducasse\DucaVl20,G,BUF,"$1,300,000 "
497,Rafael Bush\BushRa00,S,BUF,"$1,300,000 "
498,Ryan Allen\AlleRy01,P,NWE,"$1,300,000 "
499,Joshua Garnett\GarnJo00,OG,SFO,"$1,295,846 "
500,Craig Robertson\RobeCr00,LB,NOR,"$1,275,000 "
501,Connor Barwin\BarwCo99,DE,NYG,"$1,270,000 "
502,Landon Collins\CollLa00,SS,NYG,"$1,269,620 "
503,Mario Edwards\EdwaMa01,DE,NYG,"$1,255,521 "
504,K'Waun Williams\WillKW00,DB,SFO,"$1,250,000 "
505,Johnson Bademosi\BadeJo00,DB,HOU,"$1,250,000 "
506,Eric Ebron\EbroEr00,TE,IND,"$1,250,000 "
507,Zach Kerr\KerrZa00,NT,DEN,"$1,250,000 "
508,Cody Parkey\ParkCo03,K,CHI,"$1,250,000 "
509,Lance Kendricks\KendLa00,TE,GNB,"$1,250,000 "
510,Ethan Westbrooks\WestEt00,DE,LAR,"$1,250,000 "
511,Senio Kelemete\KeleSe00,T,HOU,"$1,250,000 "
512,Corey Peters\PeteCo00,DT,ARI,"$1,250,000 "
513,Kenny Wiggins\WiggKe00,T,DET,"$1,250,000 "
514,Christian McCaffrey\McCaCh01,RB,CAR,"$1,248,695 "
515,John Ross\RossJo00,WR,CIN,"$1,242,994 "
516,T.J. Yeldon\YeldT.00,RB,JAX,"$1,241,421 "
517,Robert Nkemdiche\NkemRo00,DT,ARI,"$1,231,873 "
518,Preston Smith\SmitPr00,DE,WAS,"$1,223,094 "
519,Mark Glowinski\GlowMa00,OG,IND,"$1,219,000 "
520,Vernon Butler\ButlVe00,DT,CAR,"$1,213,319 "
521,Eddie Goldman\GoldEd00,DT,CHI,"$1,210,407 "
522,Germain Ifedi\IfedGe00,OT,SEA,"$1,201,373 "
523,Matt Slater\SlatMa00,WR,NWE,"$1,200,000 "
524,Julian Stanford\StanJu00,LB,BUF,"$1,200,000 "
525,Evander Hood\HoodEv99,DT,WAS,"$1,200,000 "
526,Chris Jones\JoneCh02,P,DAL,"$1,200,000 "
527,Darrius Heyward-Bey\HeywDa00,WR,PIT,"$1,200,000 "
528,Nate Ebner\EbneNa00,DB,NWE,"$1,200,000 "
529,Benardrick McKinney\McKiBe00,ILB,HOU,"$1,163,880 "
530,Marshon Lattimore\LattMa01,CB,NOR,"$1,163,162 "
531,Donovan Smith\SmitDo02,OT,TAM,"$1,162,571 "
532,Russell Bodine\BodiRu00,OG,BUF,"$1,150,000 "
533,Darren Fells\FellDa01,TE,CLE,"$1,150,000 "
534,Reggie Nelson\NelsRe99,DB,OAK,"$1,150,000 "
535,Linval Joseph\JoseLi99,DT,MIN,"$1,150,000 "
536,Derek Carrier\CarrDe00,WR,OAK,"$1,150,000 "
537,Eric Kendricks\KendEr00,ILB,MIN,"$1,138,080 "
538,Ben Watson\WatsBe00,TE,NOR,"$1,105,000 "
539,Eric Rowe\RoweEr00,CB,NWE,"$1,100,435 "
540,Michael Thomas\ThomMi02,S,NYG,"$1,100,000 "
541,Cassius Marsh\MarsCa00,DE,SFO,"$1,100,000 "
542,Sherrick McManis\McMaSh99,DB,CHI,"$1,100,000 "
543,Matt Bryant\bryanmat01,K,ATL,"$1,100,000 "
544,Dennis Kelly\KellDe00,OT,TEN,"$1,100,000 "
545,Beau Brinkley\BrinBe00,LSTE,TEN,"$1,100,000 "
546,Colin Jones\JoneCo01,DB,CAR,"$1,100,000 "
547,Lane Taylor\TaylLa01,G,GNB,"$1,100,000 "
548,Aaron Rodgers\RodgAa00,QB,GNB,"$1,100,000 "
549,Deshaun Watson\WatsDe00,QB,HOU,"$1,094,740 "
550,Phillip Dorsett\DorsPh00,WR,NWE,"$1,094,373 "
551,Damarious Randall\RandDa00,FS,CLE,"$1,090,381 "
552,Devin Funchess\FuncDe00,WR,CAR,"$1,087,850 "
553,Stephone Anthony\AnthSt00,ILB,MIA,"$1,087,150 "
554,Haason Reddick\ReddHa00,OLB,ARI,"$1,077,635 "
555,Emmanuel Ogbah\OgbaEm00,DE,CLE,"$1,050,876 "
556,Marcedes Lewis\LewiMa00,TE,GNB,"$1,050,000 "
557,Christian Jones\JoneCh05,ILB,DET,"$1,050,000 "
558,Eli Manning\MannEl00,QB,NYG,"$1,050,000 "
559,Marcus Sherels\SherMa20,DB,MIN,"$1,050,000 "
560,Josh Adams\AdamJo03,RB,PHI,"$1,050,000 "
561,Derek Barnett\BarnDe01,DE,PHI,"$1,049,126 "
562,Denzel Perryman\PerrDe00,ILB,LAC,"$1,048,836 "
563,Mitch Morse\MorsMi00,OT,KAN,"$1,047,239 "
564,Jaylon Smith\SmitJa05,OLB,DAL,"$1,040,452 "
565,Malik Hooker\HookMa00,FS,IND,"$1,037,723 "
566,Jordan Phillips\PhilJo01,DT,2TM,"$1,029,942 "
567,Myles Jack\JackMy00,OLB,JAX,"$1,025,858 "
568,Jaquiski Tartt\TartJa00,SS,SFO,"$1,021,865 "
569,John Denney\DennJo20,DE-C,MIA,"$1,015,000 "
570,Don Muhlbach\MuhlDo20,C,DET,"$1,015,000 "
571,Adam Jones\JonePa20,DB,DEN,"$1,015,000 "
572,John Greco\GrecJo20,T,NYG,"$1,015,000 "
573,Adrian Peterson\PeteAd01,RB,WAS,"$1,015,000 "
574,Darren Sproles\SproDa00,RB,PHI,"$1,015,000 "
575,Haloti Ngata\NgatHa20,DT,PHI,"$1,015,000 "
576,Mike Nugent\nugenmik01,K,OAK,"$1,015,000 "
577,Garrison Sanborn\SanbGa00,C,TAM,"$1,015,000 "
578,Corey Graham\GrahCo99,DB,PHI,"$1,015,000 "
579,Andy Lee\LeexAn20,P,ARI,"$1,015,000 "
580,Frank Gore\GoreFr00,RB,MIA,"$1,015,000 "
581,Sebastian Janikowski\janikseb01,K,SEA,"$1,015,000 "
582,Brandon Marshall\MarsBr00,WR,SEA,"$1,015,000 "
583,Josh Sitton\SittJo20,G,MIA,"$1,015,000 "
584,Dustin Colquitt\ColqDu20,P,KAN,"$1,015,000 "
585,Dominique Rodgers-Cromartie\RodgDo99,DB,OAK,"$1,015,000 "
586,Clark Harris\HarrCl20,TE,CIN,"$1,015,000 "
587,Greg Olsen\OlseGr00,TE,CAR,"$1,015,000 "
588,Zak DeOssie\DeOsZa99,LB,NYG,"$1,015,000 "
589,Frostee Rucker\RuckFr99,DE,OAK,"$1,015,000 "
590,Matt Cassel\CassMa00,QB,DET,"$1,015,000 "
591,Andrew Whitworth\WhitAn20,T,LAR,"$1,015,000 "
592,L.P. Ladouceur\LadoL.20,LS,DAL,"$1,015,000 "
593,Ronald Darby\DarbRo00,CB,PHI,"$1,008,139 "
594,Xavien Howard\HowaXa00,CB,MIA,"$1,007,094 "
595,Marlon Humphrey\HumpMa00,CB,BAL,"$1,003,522 "
596,Cameron Fleming\FlemCa00,OT,DAL,"$1,000,000 "
597,Tyler Eifert\EifeTy00,TE,CIN,"$1,000,000 "
598,James Hurst\HursJa00,OT,BAL,"$1,000,000 "
599,Taylor Lewan\LewaTa00,OT,TEN,"$1,000,000 "
600,Roosevelt Nix\NixxRo01,FB,PIT,"$1,000,000 "
601,Pat O'Donnell\ODonPa00,P,CHI,"$1,000,000 "
602,Michael Crabtree\CrabMi00,WR,BAL,"$1,000,000 "
603,Da'Norris Searcy\SearDa00,DB,CAR,"$1,000,000 "
604,John Brown\BrowJo02,WR,BAL,"$1,000,000 "
605,Davante Adams\AdamDa01,WR,GNB,"$1,000,000 "
606,William Compton\CompWi00,LB,TEN,"$1,000,000 "
607,Kyle Fuller\FullKy00,CB,CHI,"$1,000,000 "
608,Morgan Burnett\BurnMo99,DB,PIT,"$1,000,000 "
609,Marshall Newhouse\NewhMa20,GT,BUF,"$1,000,000 "
610,Carlos Dunlap\DunlCa99,DE,CIN,"$1,000,000 "
611,Willie Snead\SneaWi00,WR,BAL,"$1,000,000 "
612,Brandon Williams\WillBr02,DT,BAL,"$1,000,000 "
613,Chris Ivory\IvorCh00,RB,BUF,"$1,000,000 "
614,Tavon Austin\AustTa00,WR,DAL,"$1,000,000 "
615,Pierre Desir\DesiPi00,CB,IND,"$1,000,000 "
616,Luke Stocker\StocLu00,TE,TEN,"$1,000,000 "
617,Preston Brown\BrowPr00,ILB,CIN,"$1,000,000 "
618,Alshon Jeffery\JeffAl00,WR,PHI,"$1,000,000 "
619,Mason Foster\FostMa00,LB,WAS,"$1,000,000 "
620,Isaiah Crowell\CrowIs00,RB,NYJ,"$1,000,000 "
621,Kevin Pamphile\PampKe00,OT,TEN,"$1,000,000 "
622,David Bakhtiari\BakhDa00,OT,GNB,"$1,000,000 "
623,Virgil Green\GreeVi00,TE,LAC,"$1,000,000 "
624,Morgan Cox\CoxxMo00,C,BAL,"$1,000,000 "
625,Justin Pugh\PughJu00,OG,ARI,"$1,000,000 "
626,Patrick Robinson\RobiPa99,DB,NOR,"$1,000,000 "
627,Brandon Copeland\CopeBr00,LB,NYJ,"$1,000,000 "
628,J.J. Wilcox\WilcJ.00,S,NYJ,"$1,000,000 "
629,Rex Burkhead\BurkRe00,RB,NWE,"$1,000,000 "
630,Ryan Grant\GranRy01,WR,IND,"$1,000,000 "
631,Ray-Ray Armstrong\ArmsRa01,LB,NYG,"$1,000,000 "
632,James White\WhitJa02,RB,NWE,"$1,000,000 "
633,Caleb Sturgis\SturCa00,K,LAC,"$1,000,000 "
634,Chris Smith\SmitCh03,DE,CLE,"$1,000,000 "
635,Brent Urban\UrbaBr00,DE,BAL,"$1,000,000 "
636,Levine Toilolo\ToilLe00,TE,DET,"$1,000,000 "
637,Barkevious Mingo\MingBa00,OLB,SEA,"$1,000,000 "
638,Adrian Phillips\PhilAd00,DB,LAC,"$1,000,000 "
639,Jeremy Hill\HillJe01,RB,NWE,"$1,000,000 "
640,Quandre Diggs\DiggQu00,CB,DET,"$1,000,000 "
641,Tre Boston\BostTr00,FS,ARI,"$1,000,000 "
642,Robert Turbin\TurbRo00,RB,IND,"$1,000,000 "
643,Zach Brown\BrowZa00,OLB,WAS,"$1,000,000 "
644,Tony Jefferson\JeffTo00,FS,BAL,"$1,000,000 "
645,Chris Banjo\BanjCh00,S,NOR,"$1,000,000 "
646,Corey Linsley\LinsCo00,C,GNB,"$1,000,000 "
647,Evan Dietrich-Smith\DietEv00,G,TAM,"$1,000,000 "
648,Chance Warmack\WarmCh00,OG,PHI,"$1,000,000 "
649,LeGarrette Blount\BlouLe00,RB,DET,"$1,000,000 "
650,Andre Holmes\HolmAn00,WR,BUF,"$1,000,000 "
651,Cameron Brate\BratCa00,TE,TAM,"$1,000,000 "
652,Michael Schofield\SchoMi00,OT,LAC,"$1,000,000 "
653,Matt Slauson\SlauMa20,G,IND,"$1,000,000 "
654,John Sullivan\SullJo24,C,LAR,"$999,999 "
655,Noah Spence\SpenNo00,DE,TAM,"$998,755 "
656,Jonathan Allen\AlleJo01,DT,WAS,"$992,108 "
657,Sterling Shepard\ShepSt00,WR,NYG,"$990,416 "
658,Maxx Williams\WillMa04,TE,BAL,"$987,646 "
659,Adoree' Jackson\JackAd00,CB,TEN,"$977,854 "
660,Rob Havenstein\HaveRo00,OT,LAR,"$976,367 "
661,Jamar Taylor\TaylJa01,CB,ARI,"$975,000 "
662,Cody Latimer\LatiCo00,WR,NYG,"$975,000 "
663,Kyle Nelson\NelsKy00,TE,SFO,"$975,000 "
664,Kamalei Correa\CorrKa00,OLB,TEN,"$972,694 "
665,Reshad Jones\JoneRe99,DB,MIA,"$970,000 "
666,Markus Golden\GoldMa00,OLB,ARI,"$969,318 "
667,O.J. Howard\HowaO.00,TE,TAM,"$969,301 "
668,Garett Bolles\BollGa00,OT,DEN,"$966,450 "
669,Jake Fisher\FishJa00,OT,CIN,"$965,884 "
670,Austin Johnson\JohnAu01,DT,TEN,"$964,748 "
671,Jarrad Davis\DaviJa01,ILB,DET,"$963,599 "
672,Ty Sambrailo\SambTy00,OT,ATL,"$959,447 "
673,Charles Harris\HarrCh03,DE,MIA,"$957,897 "
674,Duke Johnson\JohnDu00,RB,CLE,"$957,000 "
675,Jermon Bushrod\BushJe20,T,NOR,"$955,294 "
676,Evan Engram\EngrEv00,TE,NYG,"$952,196 "
677,Pernell McPhee\McPhPe00,DL,WAS,"$950,000 "
678,Shawn Lauvao\LauvSh20,G,WAS,"$950,000 "
679,Todd Gurley\GurlTo01,RB,LAR,"$950,000 "
680,Frank Clark\ClarFr01,DE,SEA,"$943,938 "
681,Derrick Henry\HenrDe00,RB,TEN,"$941,630 "
682,Nigel Bradham\BradNi00,OLB,PHI,"$941,176 "
683,Jordan Richards\RichJo00,SS,ATL,"$941,121 "
684,Gareon Conley\ConlGa00,CB,OAK,"$940,792 "
685,Shaq Thompson\ThomSh01,OLB,CAR,"$936,000 "
686,Jabrill Peppers\PeppJa00,SS,CLE,"$935,090 "
687,Corey Liuget\LiugCo00,DT,LAC,"$935,000 "
688,Reggie Ragland\RaglRe00,ILB,KAN,"$931,034 "
689,Takkarist McKinley\McKiTa00,OLB,ATL,"$929,388 "
690,A'Shawn Robinson\RobiAS00,DT,DET,"$925,785 "
691,TreDavious White\WhitTr01,CB,BUF,"$923,687 "
692,Taco Charlton\CharTa00,DE,DAL,"$920,836 "
693,Thomas Morstead\MorsTh00,P,NOR,"$918,000 "
694,Chris Jones\JoneCh09,DT,KAN,"$916,476 "
695,Michael Thomas\ThomMi05,WR,NOR,"$915,361 "
696,Andre Smith\SmitAn23,T,ARI,"$915,000 "
697,Dwayne Harris\HarrDw00,WR,OAK,"$915,000 "
698,Davon House\HousDa00,DB,GNB,"$915,000 "
699,Ramon Humber\HumbRa00,LB,BUF,"$915,000 "
700,Nick Bellore\BellNi01,LB,DET,"$915,000 "
701,Jeremy Kerley\KerlJe00,WR,BUF,"$915,000 "
702,Sam Shields\ShieSa00,DB,LAR,"$915,000 "
703,Joe Webb\WebbJo00,WR,HOU,"$915,000 "
704,Ron Parker\ParkRo01,CB,KAN,"$915,000 "
705,Kendrick Lewis\LewiKe00,DB,TEN,"$915,000 "
706,J.J. Jansen\JansJ.00,C,CAR,"$915,000 "
707,Kyle Love\LoveKy00,DT,CAR,"$915,000 "
708,Michael Person\PersMi00,OL,SFO,"$915,000 "
709,Nick Sundberg\SundNi00,C,WAS,"$915,000 "
710,Andre Roberts\RobeAn00,WR,NYJ,"$915,000 "
711,Ricky Jean-Francois\JeanRi99,DT,DET,"$915,000 "
712,Brian Hoyer\HoyeBr00,QB,NWE,"$915,000 "
713,Logan Paulsen\PaulLo00,TE,ATL,"$915,000 "
714,Jon Weeks\WeekJo00,C,HOU,"$915,000 "
715,Patrick Chung\ChunPa99,DB,NWE,"$915,000 "
716,Mike Wallace\WallMi00,WR,PHI,"$915,000 "
717,Brandon LaFell\LaFeBr00,WR,OAK,"$915,000 "
718,Antonio Brown\BrowAn04,WR,PIT,"$915,000 "
719,Jake McQuaide\McQuJa00,LS,LAR,"$915,000 "
720,Rodney Hudson\HudsRo00,OL,OAK,"$915,000 "
721,Teddy Bridgewater\BridTe00,QB,NOR,"$915,000 "
722,Cameron Heyward\HeywCa01,DE,PIT,"$915,000 "
723,Malcolm Jenkins\JenkMa99,DB,PHI,"$915,000 "
724,Orlando Scandrick\ScanOr99,DB,KAN,"$915,000 "
725,Sam Young\YounSa21,T,MIA,"$915,000 "
726,Mike Windt\WindMi00,C,LAC,"$915,000 "
727,Tank Carradine\CarrCo00,DE,OAK,"$915,000 "
728,Leon Hall\HallLe98,DB,OAK,"$915,000 "
729,Shaq Mason\MasoSh01,C,NWE,"$907,000 "
730,Jason Spriggs\SpriJa00,OT,GNB,"$904,936 "
731,Brock Coyle\CoylBr00,LB,SFO,"$900,000 "
732,Wes Horton\HortWe00,DE,CAR,"$900,000 "
733,Kenny Vaccaro\VaccKe00,FS,TEN,"$900,000 "
734,Russell Shepard\ShepRu00,WR,NYG,"$900,000 "
735,Patrick Omameh\OmamPa00,G,NYG,"$900,000 "
736,David Andrews\AndrDa00,C,NWE,"$900,000 "
737,Marcus Cooper\CoopMa00,CB,CHI,"$900,000 "
738,Joe Thomas\ThomJo04,LB,DAL,"$900,000 "
739,David Njoku\NjokDa00,TE,CLE,"$897,959 "
740,Jarran Reed\ReedJa02,DT,SEA,"$894,512 "
741,Aaron Donald\DonaAa00,DT,LAR,"$892,000 "
742,T.J. Watt\WattT.00,OLB,PIT,"$885,844 "
743,Nick Martin\MartNi00,C,HOU,"$884,088 "
744,Tom Johnson\JohnTo01,DT,2TM,"$882,353 "
745,Ameer Abdullah\AbduAm00,RB,DET,"$876,745 "
746,Deshazor Everett\EverDe01,CB,WAS,"$875,000 "
747,Ali Marpet\MarpAl00,C,TAM,"$874,581 "
748,Ryan Ramczyk\RamcRy00,OT,NOR,"$869,162 "
749,Deion Jones\JoneDe01,OLB,ATL,"$863,240 "
750,Shareece Wright\WrigSh00,DB,HOU,"$861,176 "
751,Chris Clark\ClarCh21,T,CAR,"$861,176 "
752,Zach Line\LineZa01,FB,NOR,"$850,000 "
753,Alex Okafor\OkafAl00,DE,NOR,"$850,000 "
754,Angelo Blackson\BlacAn00,DT,HOU,"$850,000 "
755,Cameron Meredith\MereCa00,WR,NOR,"$850,000 "
756,Byron Bell\BellBy00,T,GNB,"$850,000 "
757,Justin Bethel\BethJu00,CB,ATL,"$850,000 "
758,Demario Davis\DaviDe00,OLB,NOR,"$850,000 "
759,Bradley Sowell\SoweBr00,T,CHI,"$850,000 "
760,Joe Looney\LoonJo01,G,DAL,"$850,000 "
761,Doug Martin\MartDo00,RB,OAK,"$850,000 "
762,Mackensie Alexander\AlexMa01,CB,MIN,"$842,391 "
763,Cody Whitehair\WhitCo03,OG,CHI,"$834,051 "
764,Kerry Wynn\WynnKe00,DE,NYG,"$825,000 "
765,Terrell McClain\McClTe00,DL,ATL,"$825,000 "
766,Eric Reid\ReidEr00,FS,CAR,"$823,529 "
767,Sean Davis\DaviSe00,FS,PIT,"$821,543 "
768,Vonn Bell\BellVo00,SS,NOR,"$811,118 "
769,James Bradberry\BradJa00,CB,CAR,"$810,076 "
770,Adam Gotsis\GotsAd00,DT,DEN,"$807,991 "
771,Albert McClellan\McClAl00,DE,BAL,"$807,353 "
772,Josh Harris\HarrJo02,LS,ATL,"$805,000 "
773,Dontari Poe\PoexDo00,DT,CAR,"$800,000 "
774,J.R. Sweezy\SweeJ.00,G,SEA,"$800,000 "
775,Mike Davis\DaviMi01,RB,SEA,"$800,000 "
776,Tom Compton\CompTo00,T,MIN,"$800,000 "
777,D.J. Fluker\FlukDJ00,OT,SEA,"$800,000 "
778,C.J. Anderson\AndeC.00,RB,CAR,"$800,000 "
779,Jarius Wright\WrigJa02,WR,CAR,"$800,000 "
780,Vince Williams\WillVi01,ILB,PIT,"$800,000 "
781,Benny Cunningham\CunnBe01,RB,CHI,"$800,000 "
782,LaAdrian Waddle\WaddLa01,T,NWE,"$800,000 "
783,Shamar Stephen\StepSh00,DT,SEA,"$800,000 "
784,Jaron Brown\BrowJa03,WR,SEA,"$800,000 "
785,Walt Aikens\AikeWa00,CB,MIA,"$800,000 "
786,James Develin\DeveJa00,RB,NWE,"$800,000 "
787,Carson Tinker\TinkCa00,LS,JAX,"$800,000 "
788,Jonathan Bostic\BostJo00,LB,PIT,"$800,000 "
789,Dustin Hopkins\HopkDu00,K,WAS,"$798,928 "
790,Tevin Coleman\ColeTe01,RB,ATL,"$791,628 "
791,Brandon Dunn\DunnBr00,DT,HOU,"$790,000 "
792,Kayvon Webster\WebsKa00,CB,HOU,"$790,000 "
793,Benson Mayowa\MayoBe00,DE,ARI,"$790,000 "
794,Josh Gordon\GordJo02,WR,2TM,"$790,000 "
795,Ryan Hewitt\HewiRy00,FB,IND,"$790,000 "
796,Kevin McDermott\McDeKe00,LS,MIN,"$790,000 "
797,Ben Jacobs\JacoBe00,LB,CAR,"$790,000 "
798,Geno Smith\SmitGe00,QB,LAC,"$790,000 "
799,Robert Woods\WoodRo02,WR,LAR,"$790,000 "
800,LaRoy Reynolds\ReynLa00,LB,PHI,"$790,000 "
801,Christine Michael\MichCh00,RB,IND,"$790,000 "
802,Taiwan Jones\JoneTa00,RB,BUF,"$790,000 "
803,Korey Toomer\ToomKo00,ILB,GNB,"$790,000 "
804,Aaron Brewer\BrewAa00,LS,ARI,"$790,000 "
805,Brian Schwenke\SchwBr00,C,NWE,"$790,000 "
806,Emmanuel Lamur\LamuEm00,LB,OAK,"$790,000 "
807,Najee Goode\GoodNa00,ILB,IND,"$790,000 "
808,Nat Berhe\BerhNa00,SS,PIT,"$790,000 "
809,Albert Wilson\WilsAl02,WR,MIA,"$790,000 "
810,Vance McDonald\McDoVa00,TE,PIT,"$790,000 "
811,Steven Means\MeanSt00,DE,ATL,"$790,000 "
812,John Jenkins\JenkJo00,DT,NYG,"$790,000 "
813,Luke Kuechly\KuecLu00,ILB,CAR,"$790,000 "
814,Johnny Hekker\HekkJo00,P,LAR,"$790,000 "
815,Randy Bullock\BullRa00,K,CIN,"$790,000 "
816,Datone Jones\JoneDa03,DE,DAL,"$790,000 "
817,J'Marcus Webb\WebbJM20,T,IND,"$790,000 "
818,Amini Silatolu\SilaAm00,T,CAR,"$790,000 "
819,Tony Bergstrom\BergTo00,OT,WAS,"$790,000 "
820,Daniel McCullers\McCuDa00,DT,PIT,"$790,000 "
821,Brandon Bolden\BoldBr00,RB,MIA,"$790,000 "
822,Phillip Gaines\GainPh00,CB,BUF,"$790,000 "
823,Damien Williams\WillDa05,RB,KAN,"$790,000 "
824,Stevan Ridley\RidlSt00,RB,PIT,"$790,000 "
825,Josh Bynes\ByneJo00,LB,ARI,"$790,000 "
